重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,0
重庆,2016-12-05,2016年12月05日,轻度污染,119,252,90,126,12,57,1.26,13,"雾
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        15℃",71
重庆,2016-12-06,2016年12月06日,轻度污染,113,268,84,121,13,51,1.18,27,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        16℃",71
重庆,2016-12-07,2016年12月07日,轻度污染,131,250,99,136,16,70,1.33,28,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        15℃",71
重庆,2016-12-08,2016年12月08日,轻度污染,129,225,97,138,12,71,1.40,31,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        18℃",71
重庆,2016-12-09,2016年12月09日,轻度污染,128,258,97,130,12,59,1.26,24,"多云
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","13℃
                                        /
                                        17℃",71
重庆,2016-12-10,2016年12月10日,轻度污染,125,278,94,125,11,50,1.32,19,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","12℃
                                        /
                                        14℃",71
重庆,2016-12-11,2016年12月11日,轻度污染,132,280,99,132,12,52,1.48,10,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","12℃
                                        /
                                        15℃",71
重庆,2016-12-12,2016年12月12日,轻度污染,107,212,80,105,12,46,1.52,7,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        14℃",71
重庆,2016-12-13,2016年12月13日,良,91,230,67,92,12,45,1.52,12,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        14℃",71
重庆,2016-12-14,2016年12月14日,良,73,224,52,66,9,46,1.33,10,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        13℃",71
重庆,2016-12-15,2016年12月15日,良,57,116,40,56,8,51,1.09,16,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        12℃",71
重庆,2016-12-16,2016年12月16日,良,75,130,54,76,10,50,1.12,21,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        14℃",71
重庆,2016-12-17,2016年12月17日,良,86,126,63,90,12,58,1.15,19,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        14℃",71
重庆,2016-12-18,2016年12月18日,轻度污染,114,188,85,124,18,64,1.40,9,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        14℃",71
重庆,2016-12-19,2016年12月19日,轻度污染,147,202,111,161,25,67,1.55,7,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        14℃",71
重庆,2016-12-20,2016年12月20日,轻度污染,142,206,108,145,17,56,1.34,7,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        12℃",71
重庆,2016-12-21,2016年12月21日,轻度污染,143,265,107,146,17,50,1.36,8,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        12℃",71
重庆,2016-12-22,2016年12月22日,轻度污染,104,267,78,116,9,48,1.43,11,"雾
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        14℃",71
重庆,2016-12-23,2016年12月23日,良,81,184,59,79,9,48,1.34,11,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        12℃",71
重庆,2016-12-24,2016年12月24日,优,50,41,35,46,7,41,1.14,10,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        12℃",71
重庆,2016-12-25,2016年12月25日,优,47,81,33,46,7,38,0.89,15,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        11℃",71
重庆,2016-12-26,2016年12月26日,优,45,121,30,45,10,40,0.86,15,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        10℃",71
重庆,2016-12-27,2016年12月27日,良,64,206,42,75,15,49,0.93,18,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        12℃",71
重庆,2016-12-28,2016年12月28日,良,68,161,48,73,14,50,0.98,28,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        14℃",71
重庆,2016-12-29,2016年12月29日,良,76,172,55,87,16,60,1.04,16,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        14℃",71
重庆,2016-12-30,2016年12月30日,良,81,125,59,91,15,56,0.98,20,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        14℃",71
重庆,2016-12-31,2016年12月31日,轻度污染,129,206,97,149,30,69,1.25,10,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        13℃",71
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,72
重庆,2016-11-01,2016年11月01日,良,53,188,34,54,12,43,1.00,10,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        18℃",72
重庆,2016-11-02,2016年11月02日,良,62,188,42,70,12,49,1.08,8,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        19℃",72
重庆,2016-11-03,2016年11月03日,良,80,206,58,92,15,54,1.14,14,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        19℃",72
重庆,2016-11-04,2016年11月04日,良,73,144,53,88,11,62,1.20,26,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        22℃",72
重庆,2016-11-05,2016年11月05日,良,98,207,72,114,19,73,1.28,14,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        20℃",72
重庆,2016-11-06,2016年11月07日,轻度污染,122,244,92,129,21,55,1.43,7,"中雨
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        16℃",72
重庆,2016-11-07,2016年11月08日,优,27,14,17,23,6,34,0.78,22,"小雨
/中雨","无持续风向 <3级
                                        /无持续风向 <3级","10℃
                                        /
                                        11℃",72
重庆,2016-11-08,2016年11月09日,优,21,10,14,20,6,31,0.63,23,"小雨
/多云","无持续风向 <3级
                                        /无持续风向 <3级","10℃
                                        /
                                        13℃",72
重庆,2016-11-09,2016年11月10日,优,24,36,15,22,7,36,0.78,19,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        17℃",72
重庆,2016-11-10,2016年11月11日,优,41,88,24,40,12,49,0.97,25,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        19℃",72
重庆,2016-11-11,2016年11月12日,优,47,83,28,48,12,43,0.97,24,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        17℃",72
重庆,2016-11-12,2016年11月13日,良,69,145,49,80,17,53,1.07,12,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        16℃",72
重庆,2016-11-13,2016年11月14日,良,96,223,71,111,25,63,1.33,9,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        17℃",72
重庆,2016-11-14,2016年11月15日,轻度污染,107,232,80,125,22,70,1.39,14,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        19℃",72
重庆,2016-11-15,2016年11月16日,轻度污染,109,265,81,115,20,57,1.26,31,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        20℃",72
重庆,2016-11-16,2016年11月17日,轻度污染,109,278,82,116,19,57,1.31,12,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        20℃",72
重庆,2016-11-17,2016年11月18日,轻度污染,118,274,89,127,17,57,1.43,9,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        21℃",72
重庆,2016-11-18,2016年11月19日,良,80,166,58,86,13,57,1.11,26,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        20℃",72
重庆,2016-11-19,2016年11月20日,良,93,216,69,102,15,57,1.24,18,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        20℃",72
重庆,2016-11-20,2016年11月21日,轻度污染,122,315,91,132,17,60,1.65,8,"多云
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        21℃",72
重庆,2016-11-21,2016年11月22日,良,74,266,54,77,13,47,1.36,15,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        16℃",72
重庆,2016-11-22,2016年11月23日,良,62,312,44,65,12,40,1.05,10,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        10℃",72
重庆,2016-11-23,2016年11月24日,优,17,19,11,16,7,26,0.73,10,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        11℃",72
重庆,2016-11-24,2016年11月25日,优,26,36,16,25,9,30,0.77,10,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        11℃",72
重庆,2016-11-25,2016年11月26日,优,44,78,28,43,12,34,0.86,7,"多云
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        14℃",72
重庆,2016-11-26,2016年11月27日,优,49,95,32,52,12,39,0.86,19,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        15℃",72
重庆,2016-11-27,2016年11月28日,良,65,116,43,76,15,50,0.94,26,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        14℃",72
重庆,2016-11-28,2016年11月29日,良,83,169,60,104,22,56,1.10,12,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        13℃",72
重庆,2016-11-29,2016年11月30日,良,91,204,67,98,15,51,1.16,9,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        15℃",72
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,73
重庆,2016-10-01,2016年10月01日,良,91,315,67,102,15,55,1.25,63,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        29℃",73
重庆,2016-10-02,2016年10月02日,良,90,307,65,94,11,47,1.12,75,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        33℃",73
重庆,2016-10-03,2016年10月03日,良,90,300,64,100,15,56,1.10,72,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","23℃
                                        /
                                        34℃",73
重庆,2016-10-04,2016年10月04日,良,72,261,47,80,12,57,0.89,57,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        33℃",73
重庆,2016-10-05,2016年10月05日,良,91,343,63,127,19,57,0.97,70,"多云
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        30℃",73
重庆,2016-10-06,2016年10月06日,良,96,342,68,119,18,45,0.92,71,"晴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        30℃",73
重庆,2016-10-07,2016年10月07日,良,93,339,69,102,10,51,0.97,34,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        25℃",73
重庆,2016-10-08,2016年10月08日,良,85,350,62,84,11,43,0.95,18,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        23℃",73
重庆,2016-10-09,2016年10月09日,优,41,112,27,38,7,30,0.85,30,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        20℃",73
重庆,2016-10-10,2016年10月10日,优,40,85,27,37,5,34,0.82,31,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        18℃",73
重庆,2016-10-11,2016年10月11日,优,40,84,27,37,5,39,0.93,18,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        18℃",73
重庆,2016-10-12,2016年10月12日,优,46,105,32,44,7,37,0.95,13,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        18℃",73
重庆,2016-10-13,2016年10月13日,优,30,23,20,27,7,34,0.93,11,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        18℃",73
重庆,2016-10-14,2016年10月14日,优,37,35,25,35,7,30,0.87,9,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        20℃",73
重庆,2016-10-15,2016年10月15日,优,31,23,20,29,6,35,0.93,9,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        19℃",73
重庆,2016-10-16,2016年10月16日,良,52,105,33,54,11,40,1.14,10,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        21℃",73
重庆,2016-10-17,2016年10月17日,良,61,169,42,65,11,44,1.21,12,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        23℃",73
重庆,2016-10-18,2016年10月18日,良,55,133,37,58,11,42,1.10,31,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        25℃",73
重庆,2016-10-19,2016年10月19日,良,63,161,43,70,12,54,1.15,36,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        27℃",73
重庆,2016-10-20,2016年10月20日,良,58,193,38,64,13,52,1.00,21,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        26℃",73
重庆,2016-10-21,2016年10月21日,优,41,156,23,43,8,40,0.82,22,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        27℃",73
重庆,2016-10-22,2016年10月22日,良,83,345,60,93,12,43,1.02,43,"多云
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        27℃",73
重庆,2016-10-23,2016年10月23日,良,55,274,38,57,10,37,1.01,27,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        25℃",73
重庆,2016-10-24,2016年10月24日,良,56,238,37,60,10,32,0.91,11,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        22℃",73
重庆,2016-10-25,2016年10月25日,优,32,47,18,31,8,30,1.03,12,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        24℃",73
重庆,2016-10-26,2016年10月26日,优,40,111,24,40,8,32,0.99,15,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        22℃",73
重庆,2016-10-27,2016年10月27日,优,43,145,28,41,7,35,1.09,10,"小雨
/中雨","无持续风向 ≤3级
                                        /西北风 4-5级","12℃
                                        /
                                        20℃",73
重庆,2016-10-28,2016年10月28日,优,22,13,12,21,6,29,0.70,25,"中雨
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        15℃",73
重庆,2016-10-29,2016年10月29日,优,24,25,16,23,6,31,0.60,17,"小雨
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","12℃
                                        /
                                        15℃",73
重庆,2016-10-30,2016年10月30日,优,34,60,22,33,8,37,0.73,10,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        18℃",73
重庆,2016-10-31,2016年10月31日,优,45,159,29,46,11,39,0.89,12,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","12℃
                                        /
                                        15℃",73
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,74
重庆,2016-09-01,2016年09月01日,良,99,348,73,92,7,46,0.92,54,"多云
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        30℃",74
重庆,2016-09-02,2016年09月02日,轻度污染,103,346,75,107,9,58,0.99,75,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","24℃
                                        /
                                        32℃",74
重庆,2016-09-03,2016年09月03日,轻度污染,137,361,104,146,16,73,1.21,48,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        32℃",74
重庆,2016-09-04,2016年09月04日,轻度污染,140,358,105,130,11,44,1.03,30,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        26℃",74
重庆,2016-09-05,2016年09月05日,良,90,284,67,77,7,37,0.90,27,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        25℃",74
重庆,2016-09-06,2016年09月06日,良,75,267,54,65,6,40,0.81,43,"阵雨
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        24℃",74
重庆,2016-09-07,2016年09月07日,良,93,352,69,87,9,51,0.95,32,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        27℃",74
重庆,2016-09-08,2016年09月08日,良,78,270,57,74,6,51,0.99,26,"中雨
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        23℃",74
重庆,2016-09-09,2016年09月09日,优,47,111,32,39,5,39,0.85,25,"中雨
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        23℃",74
重庆,2016-09-10,2016年09月10日,良,75,276,54,70,8,42,0.92,56,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        29℃",74
重庆,2016-09-11,2016年09月11日,轻度污染,103,354,75,105,9,60,1.13,72,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        32℃",74
重庆,2016-09-12,2016年09月12日,良,94,343,69,104,12,62,1.03,59,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","23℃
                                        /
                                        33℃",74
重庆,2016-09-13,2016年09月13日,轻度污染,143,363,108,149,15,59,1.14,62,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","24℃
                                        /
                                        33℃",74
重庆,2016-09-14,2016年09月14日,中度污染,186,365,140,175,12,44,1.09,45,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        29℃",74
重庆,2016-09-15,2016年09月15日,良,51,156,36,43,5,25,0.70,47,"小雨
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        25℃",74
重庆,2016-09-16,2016年09月16日,良,75,295,54,69,9,33,0.82,61,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        30℃",74
重庆,2016-09-17,2016年09月17日,良,97,341,72,99,12,46,1.02,65,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        30℃",74
重庆,2016-09-18,2016年09月18日,轻度污染,129,359,97,125,14,39,1.06,36,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        29℃",74
重庆,2016-09-19,2016年09月19日,良,77,344,56,68,7,30,0.81,51,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        24℃",74
重庆,2016-09-20,2016年09月20日,良,82,341,60,73,8,39,0.86,39,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        24℃",74
重庆,2016-09-21,2016年09月21日,轻度污染,114,353,85,111,13,51,1.03,37,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        26℃",74
重庆,2016-09-22,2016年09月22日,轻度污染,106,337,78,107,13,46,1.02,63,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        28℃",74
重庆,2016-09-23,2016年09月23日,良,96,293,71,94,9,51,0.99,42,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        27℃",74
重庆,2016-09-24,2016年09月24日,良,97,292,72,91,8,51,1.01,20,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        23℃",74
重庆,2016-09-25,2016年09月25日,良,77,234,55,66,11,39,0.92,32,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        25℃",74
重庆,2016-09-26,2016年09月26日,良,60,150,42,59,8,46,1.02,20,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        25℃",74
重庆,2016-09-27,2016年09月27日,良,68,256,48,68,9,43,1.07,30,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        24℃",74
重庆,2016-09-28,2016年09月28日,良,55,252,34,56,11,44,0.95,21,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        26℃",74
重庆,2016-09-29,2016年09月29日,优,49,202,30,49,10,49,1.10,16,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        26℃",74
重庆,2016-09-30,2016年09月30日,良,83,303,60,95,13,61,1.36,49,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        28℃",74
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,75
重庆,2016-08-01,2016年08月01日,优,49,163,30,46,8,26,0.70,58,"多云
/雷阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        37℃",75
重庆,2016-08-02,2016年08月02日,良,54,215,33,57,10,36,0.79,52,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        35℃",75
重庆,2016-08-03,2016年08月03日,优,50,221,33,51,7,30,0.73,47,"阵雨
/雷阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        34℃",75
重庆,2016-08-04,2016年08月04日,优,41,148,26,40,9,30,0.74,37,"多云
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        33℃",75
重庆,2016-08-05,2016年08月05日,优,31,56,18,30,7,26,0.66,31,"中雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        32℃",75
重庆,2016-08-06,2016年08月06日,优,49,174,29,49,8,33,0.79,47,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","25℃
                                        /
                                        33℃",75
重庆,2016-08-07,2016年08月07日,优,48,201,29,44,8,31,0.84,69,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","25℃
                                        /
                                        33℃",75
重庆,2016-08-08,2016年08月08日,良,53,253,32,50,7,31,0.86,68,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        34℃",75
重庆,2016-08-09,2016年08月09日,良,64,283,39,53,8,32,0.91,86,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        33℃",75
重庆,2016-08-10,2016年08月10日,良,71,322,45,68,8,38,0.94,76,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","27℃
                                        /
                                        35℃",75
重庆,2016-08-11,2016年08月11日,良,73,314,50,75,10,38,0.94,89,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","28℃
                                        /
                                        36℃",75
重庆,2016-08-12,2016年08月12日,良,67,293,38,62,10,36,0.80,85,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","27℃
                                        /
                                        36℃",75
重庆,2016-08-13,2016年08月13日,良,81,348,50,82,12,41,0.88,83,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","28℃
                                        /
                                        36℃",75
重庆,2016-08-14,2016年08月14日,良,66,298,39,63,11,31,0.78,80,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","29℃
                                        /
                                        38℃",75
重庆,2016-08-15,2016年08月15日,良,58,274,29,50,10,29,0.67,76,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","28℃
                                        /
                                        38℃",75
重庆,2016-08-16,2016年08月16日,良,71,312,40,64,14,33,0.72,89,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","29℃
                                        /
                                        38℃",75
重庆,2016-08-17,2016年08月17日,良,58,189,32,57,12,33,0.68,66,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","29℃
                                        /
                                        39℃",75
重庆,2016-08-18,2016年08月18日,良,61,234,38,65,10,34,0.69,68,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","29℃
                                        /
                                        39℃",75
重庆,2016-08-19,2016年08月19日,良,81,340,56,95,17,45,0.84,74,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","30℃
                                        /
                                        40℃",75
重庆,2016-08-20,2016年08月20日,良,66,295,44,71,12,31,0.74,66,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","30℃
                                        /
                                        39℃",75
重庆,2016-08-21,2016年08月21日,良,68,259,46,74,12,34,0.77,78,"多云
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","30℃
                                        /
                                        39℃",75
重庆,2016-08-22,2016年08月22日,良,66,244,46,74,11,36,0.82,58,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","30℃
                                        /
                                        38℃",75
重庆,2016-08-23,2016年08月23日,良,58,152,38,62,11,34,0.81,61,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","30℃
                                        /
                                        39℃",75
重庆,2016-08-24,2016年08月24日,良,78,266,45,70,13,34,0.83,94,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","30℃
                                        /
                                        40℃",75
重庆,2016-08-25,2016年08月25日,良,86,316,60,95,14,42,0.92,86,"晴
/雷阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","26℃
                                        /
                                        40℃",75
重庆,2016-08-26,2016年08月26日,良,82,358,60,87,12,28,0.75,46,"雷阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","25℃
                                        /
                                        32℃",75
