重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,0
重庆,2014-06-22,2014年06月22日,优,39,32,24,38,10,28,0.85,34,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        26℃",101
重庆,2014-06-23,2014年06月23日,优,38,28,23,37,9,32,1.05,28,"阵雨
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        24℃",101
重庆,2014-06-24,2014年06月24日,优,45,44,30,44,12,27,1.04,24,"阵雨
/大雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        24℃",101
重庆,2014-06-25,2014年06月25日,优,32,12,18,31,11,29,0.98,21,"大雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        23℃",101
重庆,2014-06-26,2014年06月26日,良,54,75,35,58,14,42,1.27,22,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        25℃",101
重庆,2014-06-27,2014年06月27日,良,70,123,42,79,12,48,1.46,63,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","23℃
                                        /
                                        28℃",101
重庆,2014-06-28,2014年06月28日,良,64,80,41,76,14,45,1.29,27,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","24℃
                                        /
                                        28℃",101
重庆,2014-06-29,2014年06月29日,优,25,8,13,21,5,28,0.88,40,"中雨
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        24℃",101
重庆,2014-06-30,2014年06月30日,优,31,17,18,30,7,32,1.09,24,"小雨
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        26℃",101
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,102
重庆,2014-05-01,2014年05月01日,良,75,34,48,96,21,38,0.94,73,"多云
/雷阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        29℃",102
重庆,2014-05-02,2014年05月02日,良,83,88,57,111,17,28,0.86,25,"阵雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        18℃",102
重庆,2014-05-03,2014年05月03日,优,38,3,26,38,10,25,0.86,19,"小到中雨
/小到中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        18℃",102
重庆,2014-05-04,2014年05月04日,优,34,4,22,32,14,26,0.89,30,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        22℃",102
重庆,2014-05-05,2014年05月05日,良,57,65,32,62,27,36,0.90,39,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        25℃",102
重庆,2014-05-06,2014年05月06日,良,60,46,32,68,26,36,0.83,59,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        27℃",102
重庆,2014-05-07,2014年05月07日,良,77,84,46,95,32,50,0.93,78,"晴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        27℃",102
重庆,2014-05-08,2014年05月08日,良,94,99,68,123,33,55,1.15,33,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        23℃",102
重庆,2014-05-09,2014年05月09日,轻度污染,138,178,105,166,32,46,1.31,16,"阵雨
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        21℃",102
重庆,2014-05-10,2014年05月10日,良,60,98,42,63,13,28,1.03,20,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        22℃",102
重庆,2014-05-11,2014年05月11日,良,52,78,29,57,21,31,0.85,57,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        25℃",102
重庆,2014-05-12,2014年05月12日,良,66,76,45,81,27,44,1.20,27,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        24℃",102
重庆,2014-05-13,2014年05月13日,良,84,101,60,101,27,40,1.29,20,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        24℃",102
重庆,2014-05-14,2014年05月14日,良,66,70,43,74,17,28,1.03,42,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        25℃",102
重庆,2014-05-15,2014年05月15日,良,61,53,35,71,27,35,0.87,28,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        22℃",102
重庆,2014-05-16,2014年05月16日,良,60,32,42,67,15,33,0.86,36,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        23℃",102
重庆,2014-05-17,2014年05月17日,良,72,60,51,87,21,34,1.01,61,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        25℃",102
重庆,2014-05-18,2014年05月18日,良,80,103,57,96,22,36,1.12,78,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        26℃",102
重庆,2014-05-19,2014年05月19日,良,92,109,68,102,15,33,1.16,73,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        29℃",102
重庆,2014-05-20,2014年05月20日,良,92,90,67,104,15,34,1.20,43,"阴
/大雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        27℃",102
重庆,2014-05-21,2014年05月21日,优,40,13,24,39,9,28,0.84,40,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        22℃",102
重庆,2014-05-22,2014年05月22日,良,56,39,36,61,18,32,1.16,23,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        26℃",102
重庆,2014-05-23,2014年05月23日,良,55,57,32,60,16,36,1.23,19,"阴
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        26℃",102
重庆,2014-05-24,2014年05月24日,良,72,129,50,87,20,39,1.34,23,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        26℃",102
重庆,2014-05-25,2014年05月25日,良,65,68,42,82,13,31,1.17,18,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        24℃",102
重庆,2014-05-26,2014年05月26日,优,50,33,32,62,9,25,0.76,31,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        20℃",102
重庆,2014-05-27,2014年05月27日,良,78,48,53,102,19,37,1.00,39,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        26℃",102
重庆,2014-05-28,2014年05月28日,良,89,94,62,123,16,38,1.12,44,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        27℃",102
重庆,2014-05-29,2014年05月29日,良,88,60,62,121,19,43,1.22,49,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        26℃",102
重庆,2014-05-30,2014年05月30日,良,88,75,64,117,31,40,1.24,48,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        28℃",102
重庆,2014-05-31,2014年05月31日,良,58,49,39,65,21,26,0.93,44,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        26℃",102
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,103
重庆,2014-04-01,2014年04月01日,优,45,10,31,42,15,34,0.93,29,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        17℃",103
重庆,2014-04-02,2014年04月02日,良,57,31,39,57,24,32,1.02,38,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        22℃",103
重庆,2014-04-03,2014年04月03日,良,75,86,54,86,34,48,1.21,32,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        22℃",103
重庆,2014-04-04,2014年04月04日,良,90,117,66,93,34,40,1.10,37,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        19℃",103
重庆,2014-04-05,2014年04月05日,良,77,77,56,72,23,36,1.06,30,"中雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        17℃",103
重庆,2014-04-06,2014年04月06日,良,63,51,45,62,20,30,0.99,48,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        20℃",103
重庆,2014-04-07,2014年04月07日,良,69,50,50,77,29,40,1.22,49,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        23℃",103
重庆,2014-04-08,2014年04月08日,良,89,73,65,101,39,46,1.36,54,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        25℃",103
重庆,2014-04-09,2014年04月09日,良,72,40,52,88,42,46,1.29,30,"阵雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        23℃",103
重庆,2014-04-10,2014年04月10日,良,91,88,67,101,33,45,1.45,13,"阵雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        22℃",103
重庆,2014-04-11,2014年04月11日,良,81,85,59,86,24,39,1.41,17,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        21℃",103
重庆,2014-04-12,2014年04月12日,良,60,47,39,65,25,32,1.28,48,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        26℃",103
重庆,2014-04-13,2014年04月13日,优,42,10,26,42,20,23,1.20,41,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","19℃
                                        /
                                        26℃",103
重庆,2014-04-14,2014年04月14日,良,52,16,28,53,23,30,1.17,51,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        25℃",103
重庆,2014-04-15,2014年04月15日,良,52,15,32,55,24,29,1.19,45,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        27℃",103
重庆,2014-04-16,2014年04月16日,良,71,81,50,86,33,36,1.32,49,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","21℃
                                        /
                                        27℃",103
重庆,2014-04-17,2014年04月17日,良,71,69,51,85,30,29,1.24,57,"多云
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","22℃
                                        /
                                        30℃",103
重庆,2014-04-18,2014年04月18日,良,72,85,52,81,19,29,1.15,52,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","20℃
                                        /
                                        28℃",103
重庆,2014-04-19,2014年04月19日,优,40,15,20,37,14,24,1.10,44,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        23℃",103
重庆,2014-04-20,2014年04月20日,优,31,5,18,30,14,21,1.24,33,"阴
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        22℃",103
重庆,2014-04-21,2014年04月21日,优,30,6,18,29,13,23,1.08,24,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        19℃",103
重庆,2014-04-22,2014年04月22日,优,47,26,27,48,27,33,1.05,30,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        24℃",103
重庆,2014-04-23,2014年04月23日,良,52,21,29,56,26,38,1.11,28,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        23℃",103
重庆,2014-04-24,2014年04月24日,良,68,47,44,80,37,43,1.11,32,"多云
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","18℃
                                        /
                                        24℃",103
重庆,2014-04-25,2014年04月25日,良,54,40,32,57,23,33,0.99,18,"小雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        21℃",103
重庆,2014-04-26,2014年04月26日,良,73,122,48,96,23,28,0.79,22,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        20℃",103
重庆,2014-04-27,2014年04月27日,良,62,75,43,70,17,27,0.91,33,"多云
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        21℃",103
重庆,2014-04-28,2014年04月28日,良,57,34,38,57,17,38,1.06,16,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        21℃",103
重庆,2014-04-29,2014年04月29日,良,66,27,43,75,19,33,0.90,44,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        22℃",103
重庆,2014-04-30,2014年04月30日,良,80,56,52,104,23,47,1.06,55,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        28℃",103
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,104
重庆,2014-03-01,2014年03月01日,优,50,49,32,52,33,31,1.26,7,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        13℃",104
重庆,2014-03-02,2014年03月02日,优,42,19,27,41,27,30,1.33,7,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        13℃",104
重庆,2014-03-03,2014年03月03日,良,57,39,37,62,29,31,1.12,18,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        14℃",104
重庆,2014-03-04,2014年03月04日,良,67,72,48,79,43,35,1.18,20,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        15℃",104
重庆,2014-03-05,2014年03月05日,良,80,108,59,98,32,37,1.24,26,"多云
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        16℃",104
重庆,2014-03-06,2014年03月06日,良,71,113,51,79,27,31,0.94,32,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        15℃",104
重庆,2014-03-07,2014年03月07日,优,48,47,28,49,22,27,0.89,38,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        14℃",104
重庆,2014-03-08,2014年03月08日,良,67,80,45,82,54,39,1.07,18,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        16℃",104
重庆,2014-03-09,2014年03月09日,良,83,93,60,100,41,36,1.08,36,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        17℃",104
重庆,2014-03-10,2014年03月10日,良,87,80,64,109,49,41,1.16,45,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","12℃
                                        /
                                        20℃",104
重庆,2014-03-11,2014年03月11日,良,84,57,62,103,48,39,1.14,57,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","14℃
                                        /
                                        20℃",104
重庆,2014-03-12,2014年03月12日,轻度污染,108,134,81,128,77,43,1.13,36,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","13℃
                                        /
                                        18℃",104
重庆,2014-03-13,2014年03月13日,良,91,134,67,108,35,36,1.17,11,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        15℃",104
重庆,2014-03-14,2014年03月14日,良,60,10,37,68,23,31,0.82,24,"小雨
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        16℃",104
重庆,2014-03-15,2014年03月15日,良,70,15,50,80,33,39,1.17,22,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        18℃",104
重庆,2014-03-16,2014年03月16日,良,82,33,59,102,38,41,1.25,55,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","12℃
                                        /
                                        23℃",104
重庆,2014-03-17,2014年03月17日,良,94,48,70,119,49,53,1.33,62,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","16℃
                                        /
                                        24℃",104
重庆,2014-03-18,2014年03月18日,轻度污染,135,95,102,163,65,57,1.41,75,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","17℃
                                        /
                                        23℃",104
重庆,2014-03-19,2014年03月19日,轻度污染,144,165,109,180,77,55,1.58,55,"多云
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","13℃
                                        /
                                        27℃",104
重庆,2014-03-20,2014年03月20日,优,43,9,27,43,11,18,0.81,59,"中雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        15℃",104
重庆,2014-03-21,2014年03月21日,优,40,3,25,39,20,28,0.77,27,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        13℃",104
重庆,2014-03-22,2014年03月22日,良,58,15,40,64,39,35,1.04,15,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        15℃",104
重庆,2014-03-23,2014年03月23日,良,75,42,54,89,78,43,1.14,8,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","12℃
                                        /
                                        14℃",104
重庆,2014-03-25,2014年03月24日,良,93,69,69,105,43,48,1.27,29,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        17℃",104
重庆,2014-03-26,2014年03月25日,良,95,69,70,112,41,48,1.23,48,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        18℃",104
重庆,2014-03-27,2014年03月26日,轻度污染,115,99,87,136,56,59,1.35,26,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        24℃",104
重庆,2014-03-28,2014年03月27日,良,92,105,68,102,34,44,1.29,29,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        22℃",104
重庆,2014-03-29,2014年03月28日,良,72,71,49,78,22,35,1.19,56,"阵雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","13℃
                                        /
                                        19℃",104
重庆,2014-03-30,2014年03月29日,优,40,10,26,39,11,26,0.80,51,"多云
/中雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        24℃",104
重庆,2014-03-31,2014年03月30日,良,55,32,38,56,18,32,0.93,47,"阵雨
/阵雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","15℃
                                        /
                                        18℃",104
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,105
重庆,2014-02-01,2014年02月01日,重度污染,220,154,169,227,27,34,1.78,21,"雾
/雾","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        16℃",105
重庆,2014-02-02,2014年02月02日,中度污染,192,112,145,197,23,32,1.83,26,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        15℃",105
重庆,2014-02-03,2014年02月03日,中度污染,172,172,130,174,23,34,2.07,15,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        16℃",105
重庆,2014-02-04,2014年02月04日,轻度污染,141,174,107,144,20,28,1.86,27,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        14℃",105
重庆,2014-02-05,2014年02月05日,良,67,129,48,68,19,23,1.85,33,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        16℃",105
重庆,2014-02-06,2014年02月06日,优,45,88,32,42,15,18,1.53,16,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        12℃",105
重庆,2014-02-07,2014年02月07日,优,42,61,29,39,16,18,1.17,10,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        9℃",105
重庆,2014-02-08,2014年02月08日,良,53,58,37,48,12,19,1.07,11,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","4℃
                                        /
                                        7℃",105
重庆,2014-02-09,2014年02月09日,优,26,21,18,24,12,17,0.90,19,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","3℃
                                        /
                                        7℃",105
重庆,2014-02-10,2014年02月10日,良,63,123,46,59,22,20,1.19,39,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","4℃
                                        /
                                        6℃",105
重庆,2014-02-11,2014年02月11日,良,87,105,64,82,33,25,1.16,31,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","4℃
                                        /
                                        7℃",105
重庆,2014-02-12,2014年02月12日,良,87,78,64,84,29,23,0.97,42,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","4℃
                                        /
                                        6℃",105
重庆,2014-02-13,2014年02月13日,良,97,101,72,100,37,30,0.97,42,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","4℃
                                        /
                                        9℃",105
重庆,2014-02-14,2014年02月14日,轻度污染,117,99,88,120,44,37,1.10,37,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        10℃",105
重庆,2014-02-15,2014年02月15日,轻度污染,123,88,92,129,40,38,1.08,25,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        9℃",105
重庆,2014-02-16,2014年02月16日,轻度污染,138,136,105,147,46,40,1.13,21,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        9℃",105
重庆,2014-02-17,2014年02月17日,中度污染,160,162,121,164,40,36,1.17,13,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        10℃",105
重庆,2014-02-18,2014年02月18日,良,65,93,47,65,24,26,1.05,16,"阴
/雾","无持续风向 ≤3级
                                        /无持续风向 ≤3级","4℃
                                        /
                                        8℃",105
重庆,2014-02-19,2014年02月19日,良,79,80,58,83,28,33,1.20,27,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        14℃",105
重庆,2014-02-20,2014年02月20日,良,82,69,60,82,34,34,1.12,29,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        15℃",105
重庆,2014-02-21,2014年02月21日,中度污染,156,116,118,174,65,59,1.46,28,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        13℃",105
重庆,2014-02-22,2014年02月22日,中度污染,188,154,142,196,65,51,1.51,17,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        14℃",105
重庆,2014-02-23,2014年02月23日,重度污染,221,158,171,240,79,51,1.73,8,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        13℃",105
重庆,2014-02-24,2014年02月24日,中度污染,188,140,144,201,52,50,1.82,5,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        12℃",105
重庆,2014-02-25,2014年02月25日,轻度污染,140,101,106,150,39,41,1.58,8,"阴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        15℃",105
重庆,2014-02-26,2014年02月26日,良,97,84,72,108,33,41,1.41,11,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        14℃",105
重庆,2014-02-27,2014年02月27日,良,85,86,62,88,30,38,1.37,7,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        13℃",105
重庆,2014-02-28,2014年02月28日,良,51,49,32,51,19,28,1.13,9,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","11℃
                                        /
                                        13℃",105
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,106
重庆,2014-01-01,2014年01月01日,轻度污染,149,140,114,161,61,40,1.50,9,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        10℃",106
重庆,2014-01-02,2014年01月02日,中度污染,167,131,134,187,62,40,1.35,11,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        8℃",106
重庆,2014-01-03,2014年01月03日,重度污染,208,144,158,229,56,52,1.62,15,"阴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        10℃",106
重庆,2014-01-04,2014年01月04日,重度污染,205,170,156,226,42,54,1.73,21,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        13℃",106
重庆,2014-01-05,2014年01月05日,重度污染,210,148,160,213,37,46,1.64,16,"阴
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        8℃",106
重庆,2014-01-06,2014年01月06日,中度污染,199,130,151,206,41,44,1.76,6,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        9℃",106
重庆,2014-01-07,2014年01月07日,中度污染,161,129,121,161,48,38,1.44,7,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        9℃",106
重庆,2014-01-08,2014年01月08日,轻度污染,118,148,89,109,43,36,1.24,7,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        8℃",106
重庆,2014-01-09,2014年01月09日,轻度污染,117,149,88,113,40,36,1.33,6,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        8℃",106
重庆,2014-01-10,2014年01月10日,良,97,80,72,95,30,35,1.27,10,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        8℃",106
重庆,2014-01-11,2014年01月11日,轻度污染,113,88,85,116,43,39,1.49,7,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        9℃",106
重庆,2014-01-12,2014年01月12日,轻度污染,123,115,93,120,39,36,1.57,6,"小雨
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        8℃",106
重庆,2014-01-13,2014年01月13日,轻度污染,107,108,80,112,39,39,1.43,15,"阴
/雾","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        11℃",106
重庆,2014-01-14,2014年01月14日,轻度污染,105,79,78,113,30,42,1.47,18,"雾
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        12℃",106
